sample_id	NCBI_accession
50f39ce5-9a3e-4ce5-af48-8167f3bd0137	ERR10822818
ee4ace26-bd28-408a-8aac-28bcc1427ed7	ERR10822937
586c5de7-8486-4c68-88b5-f98d8b32a4ef	ERR10822963
34d1bdef-74da-476c-ae84-57abb332d247	ERR10822983
d4e8414f-b53e-4066-8d70-e87ebde73351	ERR10822992
73c1b80b-53f1-4f6e-bf3b-36b8606c83e3	ERR10823028
8eb09545-9f28-4974-8b95-7e254890a057	ERR10823035
6c20736c-9d5f-4a7f-9325-2b7c81040fdd	ERR10823039
9502ce37-ebfd-4c11-b02a-083bd5a6bce6	ERR10823058
4a793a3c-bd3d-497a-9710-c239b66cc26d	ERR10823067
a30f097f-2e51-4d56-a2de-5c3f009d1c6f	ERR10823074
f7e0efeb-2794-448c-9f0f-9e429017176c	ERR10823092
bd6abaea-f10d-4aa0-84cf-46f411a28698	ERR10823101
67e2d2c4-3b67-413f-8c05-0acd282259c5	ERR10823138
29fea932-34bf-47a5-8cb8-a8a10a1ca7c8	ERR10824026
51388fa0-5203-4309-afa5-61d530f82850	ERR10824096
84fc7e03-38e7-46d9-835f-305167b73ec2	ERR10824132
9611459a-716d-49e4-953e-65f649e376dd	ERR10824161
ca40328b-bb09-4892-89ef-b04763d0f307	ERR10824179
d51c08ba-5b4b-4ea0-903e-0b227bf9fabf	ERR10824210
10364550-9657-42c9-8daf-8cb7c5faa1d1	ERR10824345
c716650e-9d5a-4f0f-b203-16d1c39174ce	ERR10824553
d2dd41b2-bc95-4ba8-a409-38da593ce343	ERR10824969
1b4066c0-e184-4de5-a718-492c1c50225f	ERR10825037
321165be-2f4c-42bf-bc1b-e4120ef9d6a7	ERR10825046
210ccbcc-c3bb-402b-86da-2a54979220ef	ERR10825147
f3612b28-67b6-4325-a47e-ecd7cb95f394	ERR10825148
4ecc5f80-44b9-4b9c-818f-3bf7f1c14d96	ERR10825151
d12bc52a-77b0-4806-9452-12e362bd129b	ERR10825153
b8fc13c5-6397-42e0-b764-d3ad8bf9baa9	ERR10825155
1de4d41e-9824-4e21-8c8b-e4f25834c0e5	ERR10825168
47fad47d-327f-4cc9-9d54-c41a7c99185d	ERR10825170
18d5db30-7d42-4538-baa5-05d0ec70ee73	ERR10825182
ffdf4452-f1ba-422f-b79c-e4c442ba4395	ERR10825183
8ad4c686-c457-4c63-852f-8ab7a11a6867	ERR10825184
8fa59734-9eb9-43fa-8dad-2ccd54643042	ERR10825277
d302377e-6a6c-4ac4-9fba-8581852d3f02	ERR10825278
7d81077f-29e3-42ab-8d1e-893ccf4723b2	ERR10825280
5d2c22f8-0eaa-422c-84e2-d609c30726c3	ERR10825282
2df958b1-8741-492f-a59c-39f74289398a	ERR10825377
04157100-c863-438f-a450-c306f3f01eec	ERR10825378
805937a2-1dec-43aa-9cd0-377f70d4fb53	ERR10825380
73fee3fd-8a33-4974-aa1b-f2d3d46f518b	ERR10825382
87bbb87f-fab6-49d7-93b1-64f87fb11d78	ERR10825383
0efad216-ddf7-4a9d-a983-f6007ec3624c	ERR10825384
9912d776-1578-4082-bca2-f1609145653c	ERR10825385
36fd2add-99ff-4cc3-8978-740d943dbc7e	ERR10825386
ba06c4dd-9085-4805-8fcb-10a87928241d	ERR10825388
ac11feb3-02a6-4c07-837d-a8cbef83608e	ERR10825432
a6b27341-a9ce-45fd-aaec-9e0fe0e58ba2	ERR10825434
b0dd2f25-912a-4cc3-9691-59a06d58b4b8	ERR10825437
ba4b820a-1712-4c67-b394-4ddd1ce38c73	ERR10825442
76cffe12-9450-416a-b700-3aa327c71799	ERR10825520
da582b75-b186-484d-8dbb-d06ee444ab82	ERR10825588
2e7776e5-6c9b-4d34-aebd-ebfa725b40a5	ERR10828713
c2f93639-288a-44e1-bbf0-d27b462345c5	ERR10828732
4a718d62-dd2a-4dcb-9c3b-46032c31c0eb	ERR10828777
5349c814-e2d2-47d8-a5ea-420cde8508ec	ERR10828799
2a612de2-c5ed-41d0-ae31-584dd681aaab	ERR10828890
e9d0b452-5c98-49aa-bc29-37f6c44e9a91	ERR10829064
27611e9d-8e86-4a0b-b4be-846a5f60d23e	ERR10829144
8a14f30e-5dd9-473d-8735-7a58e174bcc5	ERR10829169
c1367892-6058-41fc-8ab4-3b49a76d4a76	ERR10832959
248b10b8-92c5-430d-86b9-b441a395852e	ERR10836461
a5b28889-7b6a-4a65-801b-05e5ad098293	ERR10836464
74118815-8d15-476f-a181-67dbfa43eacf	ERR10837974
784d08d7-3478-47ac-8bc4-06fab9ac3014	ERR10837979
23786c67-5076-4ac4-af6f-6508f4a17efe	ERR10837983
48348628-5ada-4759-b746-caf4b74972ce	ERR10837985
957b5edc-70a6-4d62-ac8c-156df5c1aaca	ERR10837989
bf1ba92a-01e2-4f9e-b817-c74429f28825	ERR10837995
357f7fd1-24d1-4cc6-ae97-7cf67a1cc045	ERR10837998
4a3058f5-4b81-4fa3-8c09-6851eb1f5371	ERR10838000
7344fb21-420a-404b-b673-55dac341a73e	ERR10838090
99feef85-ad2e-46e6-abc8-bb64e5b6a9b4	ERR10838180
19778d0e-9caa-47e8-9942-b46ef133047a	ERR10838187
abe95472-3ce0-4c89-a07b-1b367a5d2ec4	ERR10838188
