study_name	BioProject	sample_id	NCBI_accession	uuid
WallenZD_2022	PRJNA834801	SAMN28061678	SRR19064546	4a3d3af8-b17e-4cdd-abd0-0705e2fdc655
WallenZD_2022	PRJNA834801	SAMN28061679	SRR19064513	630731a7-1d82-4e64-8d53-c99f80a6dc81
WallenZD_2022	PRJNA834801	SAMN28061680	SRR19064502	10b8ca48-3aef-4d27-a76e-df749f92d4ff
WallenZD_2022	PRJNA834801	SAMN28061681	SRR19065033	da402619-8434-4423-9ecb-2b2727073292
WallenZD_2022	PRJNA834801	SAMN28061682	SRR19065022	7e512907-5c8b-4998-9a37-99c2f372ef0b
WallenZD_2022	PRJNA834801	SAMN28061683	SRR19064322	d2eca9ca-5a4f-4f13-8dc1-b9dd712ac8fb
WallenZD_2022	PRJNA834801	SAMN28061684	SRR19064746	774b2f8e-16a3-4ec3-a3ea-5c4e3292756b
WallenZD_2022	PRJNA834801	SAMN28061685	SRR19064969	89490b7a-4758-4679-9a7f-16480426dc65
WallenZD_2022	PRJNA834801	SAMN28061686	SRR19064958	4a2d779d-54b5-473a-86c6-d27a75f75ecf
WallenZD_2022	PRJNA834801	SAMN28061687	SRR19064485	708d9c4e-59c1-4086-837f-95bd3028a7bd
WallenZD_2022	PRJNA834801	SAMN28061688	SRR19065016	9251a6d0-56f5-44c6-92e1-6200de83c094
WallenZD_2022	PRJNA834801	SAMN28061689	SRR19065005	07480bf6-d8ac-4735-816b-d6017b96db0e
WallenZD_2022	PRJNA834801	SAMN28061690	SRR19064741	fe9b9a80-a9ee-4545-a73e-f38aaeee36c0
WallenZD_2022	PRJNA834801	SAMN28061691	SRR19064730	1c1041a0-f683-41c0-8fbd-51f8909cd5b9
WallenZD_2022	PRJNA834801	SAMN28061692	SRR19064471	b88d9774-40e0-4084-862c-abf446413f54
WallenZD_2022	PRJNA834801	SAMN28061693	SRR19064460	03275c52-f5bb-4039-bb21-a34f438db178
WallenZD_2022	PRJNA834801	SAMN28061694	SRR19064989	bb2de24d-b309-4d7d-be85-4f201e4645cb
WallenZD_2022	PRJNA834801	SAMN28061695	SRR19064978	bd60d85e-dd6f-4a5a-baf1-1b65bcfa65c6
WallenZD_2022	PRJNA834801	SAMN28061696	SRR19064715	1a476322-0f7d-4f26-8c56-9e3787f143df
WallenZD_2022	PRJNA834801	SAMN28061697	SRR19064709	166e9f5d-d2b0-40ea-b2ca-cc225664b842
WallenZD_2022	PRJNA834801	SAMN28061698	SRR19064708	e0835910-c82a-4c25-bf79-cd251a0fdaf1
WallenZD_2022	PRJNA834801	SAMN28061699	SRR19064707	2db8bece-86c7-46f1-9406-677f28bf9a1a
WallenZD_2022	PRJNA834801	SAMN28061700	SRR19064706	66a66ba3-cf43-457a-89d9-ee77a5728a86
WallenZD_2022	PRJNA834801	SAMN28061701	SRR19064704	d79848a4-0338-45ca-ba56-9a3baa252430
WallenZD_2022	PRJNA834801	SAMN28061702	SRR19064703	b0200464-888a-4e93-9218-6dc18b8e7dd1
WallenZD_2022	PRJNA834801	SAMN28061703	SRR19064702	33a0f809-e04a-495e-af5f-b2f9e3d2ced7
WallenZD_2022	PRJNA834801	SAMN28061704	SRR19064956	36c388a5-9a10-4253-82b2-f1a9dd6a3b51
WallenZD_2022	PRJNA834801	SAMN28061705	SRR19064955	cfcf82b7-2ec7-4951-bb2e-ab0ad7e0bc86
WallenZD_2022	PRJNA834801	SAMN28061706	SRR19064954	dd0bf454-bb52-4507-891f-312a88430fa1
WallenZD_2022	PRJNA834801	SAMN28061707	SRR19064953	2607e691-6d2a-4d69-a19b-ba6d72d1c8ea
WallenZD_2022	PRJNA834801	SAMN28061708	SRR19064951	07fed992-4312-4aa2-9110-bc71214c0b44
WallenZD_2022	PRJNA834801	SAMN28061709	SRR19064950	c26c5675-311e-4730-91cb-9968c32f6adc
WallenZD_2022	PRJNA834801	SAMN28061710	SRR19064949	6b288313-a53e-4e01-aa4b-446534ab4fc0
WallenZD_2022	PRJNA834801	SAMN28061711	SRR19064952	b04e2052-fa36-4e1f-b30f-affbced1fc17
WallenZD_2022	PRJNA834801	SAMN28061712	SRR19064948	cb723d0d-bea6-4ae6-84e3-e9c64f7cb1d2
WallenZD_2022	PRJNA834801	SAMN28061713	SRR19064947	b8e8f074-c76b-4406-b861-9a43a6cacdd3
WallenZD_2022	PRJNA834801	SAMN28061714	SRR19064945	eba5889c-42de-4e22-adf4-3bd1ef36aef8
WallenZD_2022	PRJNA834801	SAMN28061715	SRR19064943	469537b8-f334-4f90-a635-4bdf899656d8
WallenZD_2022	PRJNA834801	SAMN28061716	SRR19064942	26cc10ed-79f4-44dd-a3fb-43307ab6345d
WallenZD_2022	PRJNA834801	SAMN28061717	SRR19064941	e1727b8a-c132-4e3c-9e1e-876487d591a0
WallenZD_2022	PRJNA834801	SAMN28061718	SRR19064944	b14f7311-5501-4223-8e98-33ec6fa5520a
WallenZD_2022	PRJNA834801	SAMN28061719	SRR19064940	fd661fcf-92b2-4e1f-9161-d924be4f74ef
WallenZD_2022	PRJNA834801	SAMN28061720	SRR19064939	bc14d10c-e270-4edb-a16f-bbfc386f833c
WallenZD_2022	PRJNA834801	SAMN28061721	SRR19064938	dcde57da-5145-4d47-a178-5ebf7607f05f
WallenZD_2022	PRJNA834801	SAMN28061722	SRR19064937	9a8be6b1-cc71-4e0d-917d-d631e7e5c3a6
WallenZD_2022	PRJNA834801	SAMN28061723	SRR19064935	481e8588-07e9-4972-8133-dbb80eedf983
WallenZD_2022	PRJNA834801	SAMN28061724	SRR19064390	302b6c6e-26d9-4f54-94b1-335042f42914
WallenZD_2022	PRJNA834801	SAMN28061725	SRR19064388	8030c89c-674c-411d-8d33-4016561749f8
WallenZD_2022	PRJNA834801	SAMN28061726	SRR19064387	87686da0-f99d-4119-9c57-49016284d0c7
WallenZD_2022	PRJNA834801	SAMN28061727	SRR19064386	0f14f22d-e26a-45d1-874b-9ceb0b12bda8
WallenZD_2022	PRJNA834801	SAMN28061728	SRR19064389	750a04d7-40cf-4b56-acf0-b16d0db753dc
WallenZD_2022	PRJNA834801	SAMN28061729	SRR19064385	cf4f7130-0595-470a-bf2e-78a875a44fc2
WallenZD_2022	PRJNA834801	SAMN28061730	SRR19064384	eb159ced-ab41-423a-af03-a4ff0578d755
WallenZD_2022	PRJNA834801	SAMN28061731	SRR19064383	16f868c2-820e-4148-bdae-04dcd4a878ea
WallenZD_2022	PRJNA834801	SAMN28061732	SRR19064382	dfe81a51-d7fe-4c6f-9df5-c0b2db19dca2
WallenZD_2022	PRJNA834801	SAMN28061733	SRR19064380	e9cca421-e7f1-4164-bc26-66514c2825c5
WallenZD_2022	PRJNA834801	SAMN28061734	SRR19064378	47c84933-14b9-4859-b7c2-94f7f6b82c40
WallenZD_2022	PRJNA834801	SAMN28061735	SRR19064381	7e60f848-bc2e-4f24-896e-1f1957bd8671
WallenZD_2022	PRJNA834801	SAMN28061736	SRR19064377	8676be6a-8203-4e63-a548-2abfd86c3911
WallenZD_2022	PRJNA834801	SAMN28061737	SRR19064376	98210bd8-77e3-4b3b-9cb0-082354bd546d
WallenZD_2022	PRJNA834801	SAMN28061738	SRR19064375	681fa1e7-ad25-45cb-ad88-b351bbc28bd3
WallenZD_2022	PRJNA834801	SAMN28061739	SRR19064374	2ebda45f-109e-476b-b6fe-3329daafdf03
WallenZD_2022	PRJNA834801	SAMN28061740	SRR19064372	003328ec-af4f-486b-8100-d2612e49f451
WallenZD_2022	PRJNA834801	SAMN28061741	SRR19064371	fa9d4d54-255f-449f-9c35-65b57ce9c25f
