study_name	BioProject	sample_id	NCBI_accession	uuid
NishiwakiH_2024	PRJDB15956	SAMD00618115	DRR480362	671b99f6-2a8b-49da-bcba-f65c20068b58
NishiwakiH_2024	PRJDB15956	SAMD00618116	DRR480363	488834f3-54b9-4c36-b3e5-0a89ed93ac0c
NishiwakiH_2024	PRJDB15956	SAMD00618117	DRR480364	d2481cca-a255-423b-a42b-3c2b2b6996be
NishiwakiH_2024	PRJDB15956	SAMD00618118	DRR480365	5bc6d11e-015a-4803-b6ce-6a39c7dfdb7e
NishiwakiH_2024	PRJDB15956	SAMD00618119	DRR480366	7750707d-276e-44d3-a656-cd334074aee9
NishiwakiH_2024	PRJDB15956	SAMD00618120	DRR480367	6628fd43-106b-48f3-a11c-a2a20aa4a6ee
NishiwakiH_2024	PRJDB15956	SAMD00618121	DRR480368	fde98239-2492-4b8e-8ed9-72b8ab4ff387
NishiwakiH_2024	PRJDB15956	SAMD00618122	DRR480369	7cd1d805-e7b9-45ef-ae0a-ea83629721f9
NishiwakiH_2024	PRJDB15956	SAMD00618123	DRR480370	8f6ad05c-fc04-4ee1-9b7d-efcacf400f89
NishiwakiH_2024	PRJDB15956	SAMD00618124	DRR480371	1075a1e8-ba5e-438f-997b-377646822ec5
NishiwakiH_2024	PRJDB15956	SAMD00618125	DRR480372	12166bac-18d6-4918-8300-aecd8f1c83ac
NishiwakiH_2024	PRJDB15956	SAMD00618126	DRR480373	0d25f20d-ac44-4144-8ef4-01fa1a241cd4
NishiwakiH_2024	PRJDB15956	SAMD00618127	DRR480374	d1f343cc-4405-4c0a-9bc1-a0bb43074b87
NishiwakiH_2024	PRJDB15956	SAMD00618128	DRR480375	b781b2f4-7fa7-410a-b647-55e25bb8fa3f
NishiwakiH_2024	PRJDB15956	SAMD00618129	DRR480376	0a31896a-6e8d-4f3d-9401-157daab7fcd5
NishiwakiH_2024	PRJDB15956	SAMD00618130	DRR480377	c6537b8e-7461-408f-a190-067aed595713
NishiwakiH_2024	PRJDB15956	SAMD00618131	DRR480378	dd11e765-2cd8-4fd2-95a7-5492172f067c
